Epoch,Train Loss,Test Loss
0,25449.00778610642,0.037075834814459085
1,11968.937156883447,N/A
2,9661.545436549832,N/A
3,8970.756374049832,N/A
4,8529.083377322635,N/A
5,8283.863479201858,N/A
6,8177.371555637669,N/A
7,8106.771378800676,N/A
8,8047.762919657939,N/A
9,8010.187948690878,N/A
10,7975.547574429898,N/A
11,7939.884264146959,N/A
12,7921.4800332559125,N/A
13,7713.657622466216,N/A
14,7094.588530669341,N/A
15,6243.0522988809125,N/A
16,5912.012787690034,N/A
17,5721.8202597128375,N/A
18,5492.331674936655,N/A
19,5137.575657200169,N/A
20,4742.639846389358,0.008089419541647658
21,4280.4486776815875,N/A
22,4177.254684860642,N/A
23,4114.0747664168075,N/A
24,4068.53649572424,N/A
25,4060.155570365287,N/A
26,4026.756156302787,N/A
27,3994.9620658255913,N/A
28,3959.5016430004225,N/A
29,3943.9902607685813,N/A
30,3907.5889463682433,N/A
31,3891.489884660051,N/A
32,3864.870559279983,N/A
33,3843.5142921241554,N/A
34,3813.0637338999154,N/A
35,3804.03369140625,N/A
36,3803.1384937183275,N/A
37,3769.5830408044762,N/A
38,3768.077128642314,N/A
39,3750.9685190561654,N/A
40,3751.77942224451,0.006728176842443645
41,3747.359619140625,N/A
42,3735.9291860219596,N/A
43,3728.643211570946,N/A
44,3727.1922904349663,N/A
45,3705.363578177787,N/A
46,3714.2567699535475,N/A
47,3704.2560177364867,N/A
48,3692.9584169130067,N/A
49,3698.8585765941725,N/A
50,3711.0025997677367,N/A
51,3699.369246199324,N/A
52,3677.0913877744933,N/A
53,3686.0393924197633,N/A
54,3675.1493480785475,N/A
55,3675.618797508446,N/A
56,3670.9482157939187,N/A
57,3650.8159443623313,N/A
58,3652.152541701858,N/A
59,3652.3974873310813,N/A
60,3670.1552734375,0.006362357555190101
61,3698.5951224662163,N/A
62,3669.3036779455238,N/A
63,3642.7986235747467,N/A
64,3635.9789247255067,N/A
65,3648.8968406883446,N/A
66,3646.896655933277,N/A
67,3644.894339896537,N/A
68,3627.603588207348,N/A
69,3652.079695418074,N/A
70,3677.503470755912,N/A
71,3658.629513302365,N/A
72,3625.1230600717904,N/A
73,3623.9487700591217,N/A
74,3617.8490254170188,N/A
75,3630.4243098078546,N/A
76,3623.1266759923988,N/A
77,3613.9516337626687,N/A
78,3636.1201501794762,N/A
79,3597.2262061866554,N/A
80,3622.9233464421454,0.006212726642843336
81,3606.5255423880913,N/A
82,3605.4054317989867,N/A
83,3596.951712943412,N/A
84,3611.1098236908783,N/A
85,3607.3443900443413,N/A
86,3636.931831978463,N/A
87,4602.636309649493,N/A
88,4142.812532991977,N/A
89,3774.625244140625,N/A
90,3694.039814717061,N/A
91,3663.0093433277025,N/A
92,3636.4600533150337,N/A
93,3628.1133472339525,N/A
94,3618.583397117821,N/A
95,3606.081767314189,N/A
96,3606.0890255489867,N/A
97,3600.0324838999154,N/A
98,3601.0403689822633,N/A
99,3599.258102829392,N/A
100,3601.4661238386825,0.006253018887946382
101,3620.277244774071,N/A
102,3601.544532569679,N/A
103,3596.863400021115,N/A
104,3584.162650443412,N/A
105,3577.591816670186,N/A
106,3581.616897170608,N/A
107,3592.010966532939,N/A
108,3581.3781144425675,N/A
109,3581.1403544657937,N/A
110,3570.2590727934967,N/A
111,3575.4103871938346,N/A
112,3582.6252507390204,N/A
113,3587.0312895903717,N/A
114,3580.762279613598,N/A
115,3599.91907068201,N/A
116,3584.686939136402,N/A
117,3595.793965107686,N/A
118,3585.047416068412,N/A
119,3569.9960079708617,N/A
120,3571.971455342061,0.0058918611612170935
121,3573.6350955447633,N/A
122,3583.7431574641046,N/A
123,3578.587052628801,N/A
124,3574.3685863597975,N/A
125,3563.6160261824325,N/A
126,3618.533467060811,N/A
127,3574.3793351456925,N/A
128,3586.1223078547296,N/A
129,3576.090493691934,N/A
130,4353.958568676098,N/A
131,3790.584611222551,N/A
132,3631.875778610642,N/A
133,3610.2963273331925,N/A
134,3590.9773213154563,N/A
135,3603.2840213260133,N/A
136,3586.6603871938346,N/A
137,3587.841447160051,N/A
138,3572.620849609375,N/A
139,3560.8292599239867,N/A
140,3562.949443095439,0.0058211779105477035
141,3544.384702940245,N/A
142,3557.925174197635,N/A
143,3560.3418232685813,N/A
144,3559.6706608952704,N/A
145,3568.3683917071367,N/A
