0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.14761162912845593,-0.1376863918304445,-0.12445443785190591,-0.11419099974632285,-0.10443710124492656,-0.0951237591505052,-0.0846075861454012,-0.07562918901443494,-0.06524202883243557,-0.05544092059135419,-0.0445767792463303,-0.036992900848388466,-0.027971363782882896,-0.020209227919578687,-0.013336954951286284,-0.006641718506812833,0.00044808554649344856,0.005817379474639672,0.01150737404823321,0.013298088312148959
-0.04321929574012762,-0.027638453722000023,-0.009262673020362655,0.005951683044433498,0.02053053903579727,0.034073629617691115,0.04843841385841374,0.06024858140945444,0.07643134760856629,0.08824721288681037,0.10289199972152696,0.11419995331764232,0.12489458727836622,0.13453595566749588,0.14377400636672988,0.15191768646240256,0.16061160421371445,0.16585147833824143,0.17367120194435115,0.17585790824890157
-0.1885176476240158,-0.19082685506343822,-0.19871230602264411,-0.2057502200603487,-0.21128942835330955,-0.21620860183238966,-0.22199382984638216,-0.22808571767806995,-0.23149906325340286,-0.2356071245670317,-0.24046382653713216,-0.24450148022174822,-0.2496096961498262,-0.2529825471639633,-0.2563903985023499,-0.2592783322334289,-0.26241126823425276,-0.2637895077466963,-0.2699448845386505,-0.27445931589603445
0.6067041671276097,0.58596932387352,0.5628703308105467,0.5423784549236297,0.5089893665313721,0.48404878664016726,0.4536164116859438,0.42817117595672594,0.39019378924369796,0.36674153709411605,0.33995489358901976,0.3057319021224978,0.2788032224178316,0.25134587502479544,0.21896040058135968,0.18997931814193736,0.15848960781097432,0.1330134415626527,0.1019592003822325,0.07192729425430278
-1.4289464356899262,-1.4723753263950348,-1.5239735369682312,-1.5746710996627808,-1.6126537771224976,-1.6584930099248887,-1.7030103700160981,-1.7452901512384416,-1.7657969836592675,-1.7973137581944467,-1.8291938645839692,-1.8533173293471337,-1.8801878108382226,-1.9033784762620927,-1.9164824348688125,-1.9331618190407753,-1.9407074412703516,-1.9525338880419731,-1.9556794404387474,-1.9555198023319245
-0.41814541447162634,-0.4223965294361114,-0.4278089632987978,-0.43307691907882706,-0.4366734058856965,-0.44058408164978013,-0.44372719216346734,-0.4463396000862123,-0.44724228286743184,-0.44843290436267846,-0.4493518663644789,-0.4494401811361315,-0.44958079290389996,-0.45039862024784094,-0.4502474269866945,-0.44901875281333936,-0.4468692852258682,-0.44698934447765337,-0.445787327528,-0.44554069733619706
-0.9533475819826127,-0.9454743404388428,-0.9388635524511337,-0.9334405370950698,-0.9218802555799486,-0.9127427290678023,-0.8999352557659148,-0.8874279305934905,-0.8708619922399521,-0.8546708829402925,-0.8368317060470583,-0.8204946942329405,-0.8014974542856215,-0.7837978717088698,-0.7631531746387483,-0.7446093109846115,-0.7237039428949354,-0.7042842571735384,-0.6843643923997877,-0.66439304459095
-0.1269317282438278,-0.1260426793098448,-0.12431525051593795,-0.12360283112525927,-0.12443897259235381,-0.12433559954166418,-0.12240590143203756,-0.12071143805980666,-0.12301006400585157,-0.11955968320369736,-0.11647700929641713,-0.11847548711299893,-0.1150733335018157,-0.11376774001121515,-0.1133288115262987,-0.11303720998764044,-0.11253133320808395,-0.11054323339462302,-0.11284063839912406,-0.11420585453510279
-0.043742062211036714,-0.045402746200561506,-0.04928493332862871,-0.05241705536842334,-0.058688828587531994,-0.06306793892383578,-0.06576886510849,-0.06895430159568772,-0.07644030117988576,-0.07843755805492414,-0.07949306201934814,-0.08606152403354628,-0.08712903392314919,-0.09141331779956818,-0.09534617400169365,-0.09949371242523197,-0.10331912577152247,-0.10469288849830649,-0.1119493510723113,-0.11672486042976393
-0.00615700471401226,-0.0034898579120636875,-0.002117723107338154,-0.0012581802606583814,-0.0020658330917360246,-0.0023505159616470372,-0.0006623607873916804,4.069805145334726e-06,-0.0022335090637208843,-0.0004613124132157864,0.002334847211837854,-0.0007555593252179804,0.0012473952770233332,0.00026901412010182923,-0.0003091017007825769,-0.00200661742687247,-0.0031028194427489275,-0.0029166258573534165,-0.007565360784530739,-0.010382886886596498
-0.6469209641218185,-0.6726085567474365,-0.7020041488409041,-0.7308954920768738,-0.7553525791168214,-0.7827401293516161,-0.8097031989097596,-0.8357688764333724,-0.8523926060199738,-0.873934491634369,-0.894779016137123,-0.9126328443288805,-0.9313317675590516,-0.9494647843837738,-0.9626859533786774,-0.9767119263410571,-0.9862039328813554,-0.999155477285385,-1.0071508129835127,-1.015158765077591
